Gene	fit_value	Predicted_Proximal_APA	Loci	A_1_long_exp	A_1_short_exp	A_1_PDUI	A_2_long_exp	A_2_short_exp	A_2_PDUI	A_3_long_exp	A_3_short_exp	A_3_PDUI	B_1_long_exp	B_1_short_exp	B_1_PDUI	B_2_long_exp	B_2_short_exp	B_2_PDUI	B_3_long_exp	B_3_short_exp	B_3_PDUI	Group_A_Mean_PDUI	Group_B_Mean_PDUI	PDUI_Group_diff	P_val	adjusted.P_val	Pass_Filter
ENSMUST00000106901.1|ENSMUSG00000028525.16|chr4|+	584.6	102602788	chr4:102602587-102603441	2.20	112.49	0.02	9.81	117.53	0.08	9.22	124.39	0.07	6.54	122.41	0.05	8.32	105.20	0.07	6.33	95.62	0.06	0.0566666666667	0.06	-0.00333333333333	1.0	1.0	N
ENSMUST00000190438.1|ENSMUSG00000099492.1|chr1|-	1076.7	29485714	chr1:29484604-29485915	9.06	62.03	0.13	10.22	59.43	0.15	11.58	77.74	0.13	11.32	87.01	0.12	8.55	55.50	0.13	8.14	66.24	0.11	0.136666666667	0.12	0.0166666666667	0.8101108668634116	1.0	N
ENSMUST00000152433.1|ENSMUSG00000037685.15|chr5|-	9517.8	67766984	chr5:67766635-67767185	6.07	296.27	0.02	3.44	317.78	0.01	3.46	314.32	0.01	3.38	300.80	0.01	5.77	305.96	0.02	2.57	299.86	0.01	0.0133333333333	0.0133333333333	0.0	1.0	1.0	N
ENSMUST00000102879.3|ENSMUSG00000026833.18|chr2|+	2059891.5	28214302	chr2:28214101-28214425	644.20	2925.60	0.18	1079.12	3299.90	0.25	639.17	3058.57	0.17	253.39	3185.48	0.07	319.86	2671.43	0.11	239.28	2728.32	0.08	0.2	0.0866666666667	0.113333333333	1.2136339657737577e-43	8.13873490787e-41	N
ENSMUST00000144868.1|ENSMUSG00000062825.15|chr11|-	1952580.6	120347896	chr11:120347720-120348097	1558.45	350.80	0.82	1645.07	328.98	0.83	1902.02	394.55	0.83	1429.48	338.48	0.81	1192.17	398.60	0.75	1632.79	381.87	0.81	0.826666666667	0.79	0.0366666666667	0.008314040083052336	0.194296597335	N
ENSMUST00000238021.1|ENSMUSG00000061232.16|chr17|-	1554.3	33996274	chr17:33996106-33996503	39.87	91.92	0.30	28.73	29.40	0.49	47.99	90.39	0.35	44.12	57.92	0.43	62.21	97.36	0.39	55.51	61.90	0.47	0.38	0.43	-0.05	0.2832368122238197	1.0	N
ENSMUST00000209255.1|ENSMUSG00000030987.5|chr7|+	254.1	102435585	chr7:102435384-102437319	97.70	0.00	1.00	65.44	0.00	1.00	63.71	0.00	1.00	69.51	0.00	1.00	63.37	0.00	1.00	42.90	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000114523.9|ENSMUSG00000026781.17|chr2|+	4332.9	23112706	chr2:23112505-23114510	247.42	0.00	1.00	234.55	0.00	1.00	186.64	0.00	1.00	205.03	0.00	1.00	127.98	0.00	1.00	184.10	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000005749.5|ENSMUSG00000005609.16|chr7|+	764.9	111055560	chr7:111055359-111056377	233.35	0.00	1.00	294.39	0.00	1.00	243.23	0.00	1.00	254.07	0.00	1.00	240.56	0.00	1.00	199.79	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000143997.1|ENSMUSG00000016933.17|chr2|+	4111.6	160761923	chr2:160761560-160762217	27.09	108.74	0.20	30.60	85.97	0.26	28.62	100.28	0.22	26.51	108.71	0.20	28.81	65.84	0.30	27.67	119.15	0.19	0.226666666667	0.23	-0.00333333333333	1.0	1.0	N
ENSMUST00000134215.1|ENSMUSG00000063160.12|chr7|+	1661.0	27280955	chr7:27280754-27281981	132.71	0.00	1.00	149.33	0.00	1.00	167.71	0.00	1.00	120.57	0.00	1.00	219.96	0.00	1.00	115.96	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000118850.7|ENSMUSG00000055553.16|chr8|-	356.3	70513967	chr8:70513604-70514168	65.72	0.00	1.00	47.30	0.00	1.00	58.88	0.00	1.00	41.28	0.00	1.00	58.89	0.00	1.00	45.07	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000201034.1|ENSMUSG00000029202.12|chr5|-	132.7	65666107	chr5:65665953-65666311	0.98	81.92	0.01	0.52	89.74	0.01	0.24	101.73	0.00	1.28	106.23	0.01	0.11	85.42	0.00	1.21	104.36	0.01	0.00666666666667	0.00666666666667	0.0	1.0	1.0	N
ENSMUST00000193619.1|ENSMUSG00000007815.13|chr9|+	75.2	108306640	chr9:108306439-108311539	1.83	40.57	0.04	1.57	36.44	0.04	1.86	35.32	0.05	1.17	38.53	0.03	0.96	32.21	0.03	1.97	32.70	0.06	0.0433333333333	0.04	0.00333333333333	1.0	1.0	N
ENSMUST00000147944.1|ENSMUSG00000016257.15|chr2|-	3596.2	174469304	chr2:174469172-174469505	0.00	150.29	0.00	0.90	133.76	0.01	1.77	128.22	0.01	1.64	109.06	0.01	1.01	130.94	0.01	0.41	129.91	0.00	0.00666666666667	0.00666666666667	0.0	0.47509578544078346	1.0	N
ENSMUST00000159419.1|ENSMUSG00000024109.18|chr17|-	1685.8	90704065	chr17:90703176-90704367	20.63	201.42	0.09	15.19	231.83	0.06	14.79	186.31	0.07	30.37	687.92	0.04	34.74	596.87	0.06	34.30	609.53	0.05	0.0733333333333	0.05	0.0233333333333	0.23443817156390243	1.0	N
ENSMUST00000031766.11|ENSMUSG00000029752.12|chr6|-	4953.9	7675323	chr6:7675169-7675524	136.29	0.00	1.00	150.81	0.00	1.00	132.51	0.00	1.00	122.15	0.00	1.00	123.06	0.00	1.00	112.65	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000078918.9|ENSMUSG00000062797.14|chr7|-	2885.8	89918789	chr7:89918703-89919007	66.38	0.00	1.00	96.41	0.00	1.00	82.36	0.00	1.00	120.96	0.00	1.00	120.35	0.00	1.00	122.53	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000140685.3|ENSMUSG00000026473.16|chr1|+	46011.2	153908092	chr1:153907864-153908182	2941.37	0.00	1.00	2734.37	0.00	1.00	2616.43	0.00	1.00	2520.18	0.00	1.00	2625.04	0.00	1.00	2669.52	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000107206.2|ENSMUSG00000051451.6|chr7|+	341.7	90445626	chr7:90445425-90445818	188.75	20.19	0.90	171.82	0.00	1.00	252.61	0.00	1.00	146.96	0.00	1.00	159.64	0.00	1.00	155.31	0.00	1.00	0.966666666667	1.0	-0.0333333333333	0.04165185898198225	0.61242924017	N
ENSMUST00000087689.4|ENSMUSG00000039126.10|chr19|+	564.8	17221807	chr19:17220784-17223932	36.08	97.60	0.27	29.91	99.88	0.23	30.64	107.48	0.22	29.26	87.48	0.25	29.79	91.42	0.25	29.79	92.70	0.24	0.24	0.246666666667	-0.00666666666667	1.0	1.0	N
ENSMUST00000160924.1|ENSMUSG00000029635.15|chr5|+	186.3	146299004	chr5:146298803-146299512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
ENSMUST00000225392.1|ENSMUSG00000024983.10|chr19|+	84.0	55381143	chr19:55380942-55383929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
ENSMUST00000146584.1|ENSMUSG00000008682.13|chrX|+	256051.3	74272380	chrX:74272179-74272806	80.45	883.20	0.08	84.44	882.00	0.09	91.40	942.13	0.09	101.20	1033.27	0.09	86.90	804.85	0.10	78.60	871.87	0.08	0.0866666666667	0.09	-0.00333333333333	0.8736272651709874	1.0	N
ENSMUST00000132455.1|ENSMUSG00000000168.9|chr9|-	18632.2	50640138	chr9:50639918-50640339	2.64	202.91	0.01	1.68	189.23	0.01	1.00	241.76	0.00	4.19	188.12	0.02	2.77	194.24	0.01	3.55	182.80	0.02	0.00666666666667	0.0166666666667	-0.01	0.3489993674381373	1.0	N
ENSMUST00000050383.7|ENSMUSG00000049739.10|chr7|+	45.4	127885682	chr7:127885443-127885841	65.11	0.00	1.00	78.89	1.49	0.98	89.64	0.00	1.00	94.82	0.00	1.00	63.30	0.10	1.00	69.36	0.00	1.00	0.993333333333	1.0	-0.00666666666667	1.0	1.0	N
ENSMUST00000191021.1|ENSMUSG00000026245.16|chr1|-	3024.8	78478061	chr1:78477871-78478262	1.76	55.36	0.03	0.14	64.26	0.00	5.44	32.72	0.14	2.42	62.47	0.04	5.17	47.43	0.10	4.43	30.62	0.13	0.0566666666667	0.09	-0.0333333333333	0.432030831949174	1.0	N
ENSMUST00000146018.7|ENSMUSG00000039943.16|chr2|+	144.4	135877584	chr2:135877383-135877821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
ENSMUST00000131192.1|ENSMUSG00000027087.11|chr2|+	204.8	83806836	chr2:83806633-83806916	131.26	15.93	0.89	100.08	0.00	1.00	112.81	0.00	1.00	81.87	17.60	0.82	63.58	0.00	1.00	75.54	11.51	0.87	0.963333333333	0.896666666667	0.0666666666667	0.08949305806166911	1.0	N
ENSMUST00000115394.7|ENSMUSG00000032185.15|chr9|+	321.8	21588052	chr9:21587851-21588682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
ENSMUST00000189806.1|ENSMUSG00000032410.13|chr9|+	606.8	95977998	chr9:95977797-95978333	5.03	36.48	0.12	10.46	35.69	0.23	0.45	43.91	0.01	NA	NA	NA	0.43	37.27	0.01	42.75	36.18	0.54	0.12	0.275	-0.155	0.005449890772528179	0.143829837763	N
ENSMUST00000128087.1|ENSMUSG00000073468.12|chr17|+	461.9	8327285	chr17:8326955-8327440	54.85	62.49	0.47	51.70	37.45	0.58	61.11	46.41	0.57	44.13	54.86	0.45	49.14	24.56	0.67	34.72	63.75	0.35	0.54	0.49	0.05	0.46940437782852185	1.0	N
ENSMUST00000237319.1|ENSMUSG00000024991.8|chr19|-	11180.5	60770936	chr19:60770786-60771137	1.01	167.12	0.01	0.81	168.42	0.00	0.04	140.50	0.00	1.48	153.90	0.01	3.00	141.80	0.02	2.27	181.56	0.01	0.00333333333333	0.0133333333333	-0.01	0.49847203328019185	1.0	N
ENSMUST00000028151.6|ENSMUSG00000026810.12|chr2|+	4483.2	32573403	chr2:32572959-32573579	64.40	67.25	0.49	86.77	79.56	0.52	69.54	57.94	0.55	85.92	164.43	0.34	83.66	163.23	0.34	87.93	112.57	0.44	0.52	0.373333333333	0.146666666667	0.005029684009775004	0.136340678676	N
ENSMUST00000169290.7|ENSMUSG00000002718.14|chr2|+	398.8	166945905	chr2:166945704-166946101	136.11	0.00	1.00	114.30	0.00	1.00	136.88	0.00	1.00	130.51	0.00	1.00	91.03	0.00	1.00	122.43	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000182064.8|ENSMUSG00000032826.19|chr3|-	5650.3	126923770	chr3:126923325-126923971	394.91	0.00	1.00	311.40	0.00	1.00	323.42	0.00	1.00	307.53	0.00	1.00	231.72	0.00	1.00	276.04	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000236582.1|ENSMUSG00000118243.1|chr19|+	59936.8	5295456	chr19:5295196-5296028	0.00	730.84	0.00	0.00	579.43	0.00	0.00	553.78	0.00	0.00	572.07	0.00	0.00	443.80	0.00	0.00	573.54	0.00	0.0	0.0	0.0	1.0	1.0	N
ENSMUST00000023159.9|ENSMUSG00000022517.17|chr16|+	952.0	4937403	chr16:4936896-4938295	187.51	9.09	0.95	145.40	0.00	1.00	177.71	26.45	0.87	214.67	0.00	1.00	195.55	12.77	0.94	221.24	0.00	1.00	0.94	0.98	-0.04	0.03520361787725663	0.545709147878	N
ENSMUST00000186245.6|ENSMUSG00000034867.16|chr7|+	213.3	35608522	chr7:35608321-35609114	10.85	23.34	0.32	9.04	26.36	0.26	NA	NA	NA	5.32	36.23	0.13	7.34	23.44	0.24	11.04	29.82	0.27	0.29	0.213333333333	0.0766666666667	0.5701867806158901	1.0	N
ENSMUST00000098070.9|ENSMUSG00000060206.11|chr4|+	65.8	55081465	chr4:55080666-55083563	56.56	0.00	1.00	53.77	4.99	0.92	39.74	0.00	1.00	42.22	18.70	0.69	42.56	11.94	0.78	49.97	25.80	0.66	0.973333333333	0.71	0.263333333333	7.605805751750898e-05	0.00388450158659	N
ENSMUST00000025202.7|ENSMUSG00000058975.7|chr7|+	306.3	46428279	chr7:46427346-46433354	40.46	0.00	1.00	40.10	8.05	0.83	46.50	1.82	0.96	50.00	0.00	1.00	34.18	9.79	0.78	45.09	2.18	0.95	0.93	0.91	0.02	1.0	1.0	N
ENSMUST00000127782.2|ENSMUSG00000043671.14|chr7|-	655.7	35716517	chr7:35715968-35716718	1.52	56.55	0.03	0.85	58.88	0.01	0.52	55.28	0.01	0.68	75.16	0.01	0.73	44.58	0.02	1.23	63.21	0.02	0.0166666666667	0.0166666666667	0.0	1.0	1.0	N
ENSMUST00000219761.1|ENSMUSG00000019889.10|chr10|+	133.4	28263772	chr10:28263501-28264673	12.85	121.30	0.10	14.24	96.37	0.13	8.92	91.20	0.09	14.07	66.61	0.17	15.67	75.11	0.17	11.11	89.98	0.11	0.106666666667	0.15	-0.0433333333333	0.400677852653859	1.0	N
ENSMUST00000218724.1|ENSMUSG00000020250.10|chr10|+	1067.5	82896178	chr10:82895977-82896312	187.82	0.00	1.00	176.26	0.00	1.00	151.85	0.00	1.00	136.53	0.00	1.00	144.68	0.00	1.00	151.18	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000122809.1|ENSMUSG00000044533.15|chr17|+	1743514.3	24721170	chr17:24720969-24721332	58.24	2921.69	0.02	26.32	2782.70	0.01	64.40	3763.48	0.02	27.79	1881.17	0.01	67.75	1895.55	0.03	18.06	2438.62	0.01	0.0166666666667	0.0166666666667	0.0	0.5787299983798315	1.0	N
ENSMUST00000164275.1|ENSMUSG00000037851.13|chr13|+	535.6	49715015	chr13:49714814-49715156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04	30.57	0.00	NA	NA	NA	NA	NA	N
ENSMUST00000237841.1|ENSMUSG00000024800.8|chr19|+	88.6	36085267	chr19:36085066-36086765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
ENSMUST00000161920.1|ENSMUSG00000035834.11|chr13|-	71.4	81694576	chr13:81694283-81694777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
ENSMUST00000234867.1|ENSMUSG00000024042.7|chr17|-	93.0	31849941	chr17:31849754-31850151	5.11	63.03	0.08	2.67	44.88	0.06	5.31	58.35	0.08	2.44	36.20	0.06	3.07	36.71	0.08	6.17	77.23	0.07	0.0733333333333	0.07	0.00333333333333	1.0	1.0	N
ENSMUST00000165334.1|ENSMUSG00000022106.14|chr14|+	183.2	73154516	chr14:73154315-73154791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
ENSMUST00000149828.7|ENSMUSG00000029833.17|chr6|+	32.1	37945789	chr6:37945521-37946799	4.32	44.63	0.09	6.83	41.43	0.14	3.07	42.94	0.07	4.35	35.70	0.11	4.95	39.59	0.11	4.85	27.75	0.15	0.1	0.123333333333	-0.0233333333333	1.0	1.0	N
ENSMUST00000025897.12|ENSMUSG00000024948.15|chr19|+	51.5	6353816	chr19:6353440-6355522	NA	NA	NA	36.29	11.63	0.76	14.70	24.55	0.37	NA	NA	NA	22.68	23.55	0.49	27.27	25.27	0.52	0.565	0.505	0.06	0.5286703486015953	1.0	N
ENSMUST00000139114.1|ENSMUSG00000008333.12|chr2|+	171948.7	143065377	chr2:143065176-143065734	45.50	100.14	0.31	52.27	106.35	0.33	36.90	103.27	0.26	131.05	1420.34	0.08	104.71	1962.66	0.05	98.63	1468.88	0.06	0.3	0.0633333333333	0.236666666667	4.49012462968991e-16	9.61884476227e-14	N
ENSMUST00000028337.6|ENSMUSG00000026961.6|chr2|+	71.8	25291056	chr2:25290738-25291180	NA	NA	NA	1.32	32.48	0.04	2.03	37.84	0.05	2.10	37.05	0.05	5.03	84.45	0.06	5.03	84.27	0.06	0.045	0.0566666666667	-0.0116666666667	0.662927444623794	1.0	N
ENSMUST00000144253.8|ENSMUSG00000032604.16|chr9|+	1797.1	108509642	chr9:108509441-108511089	14.99	30.11	0.33	20.90	20.15	0.51	23.79	21.48	0.53	17.10	42.19	0.29	24.58	27.93	0.47	19.66	34.99	0.36	0.456666666667	0.373333333333	0.0833333333333	0.40918177876433814	1.0	N
ENSMUST00000017975.6|ENSMUSG00000017831.8|chr17|+	5658.5	53506515	chr17:53506314-53507460	237.76	0.00	1.00	246.78	0.00	1.00	242.53	0.00	1.00	220.45	0.00	1.00	250.74	0.00	1.00	218.37	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000020153.9|ENSMUSG00000019977.16|chr10|+	1372.0	21368490	chr10:21368289-21368898	197.02	0.00	1.00	187.53	0.00	1.00	216.86	0.00	1.00	173.64	0.00	1.00	168.97	0.00	1.00	164.58	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000114716.3|ENSMUSG00000038828.13|chr5|+	60.4	30876865	chr5:30876664-30877044	34.41	0.24	0.99	36.93	0.00	1.00	39.00	0.51	0.99	36.16	0.00	1.00	34.17	2.26	0.94	43.36	0.00	1.00	0.993333333333	0.98	0.0133333333333	1.0	1.0	N
ENSMUST00000161910.1|ENSMUSG00000090112.8|chr10|+	43.1	11207298	chr10:11207097-11209611	NA	NA	NA	NA	NA	NA	4.62	30.08	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
ENSMUST00000171553.1|ENSMUSG00000001627.12|chr12|-	46602.8	40217281	chr12:40217158-40217482	135.76	159.40	0.46	97.19	193.33	0.33	132.35	154.83	0.46	121.80	117.95	0.51	112.89	163.33	0.41	112.33	154.33	0.42	0.416666666667	0.446666666667	-0.03	0.604747718064698	1.0	N
ENSMUST00000234432.1|ENSMUSG00000024072.9|chr17|+	393.0	74499369	chr17:74498971-74499960	72.08	11.56	0.86	73.52	0.01	1.00	86.76	7.61	0.92	87.98	0.00	1.00	82.64	0.00	1.00	71.59	13.61	0.84	0.926666666667	0.946666666667	-0.02	0.5348133810337231	1.0	N
ENSMUST00000125723.3|ENSMUSG00000042197.13|chr1|-	647.4	33813609	chr1:33813527-33813810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
ENSMUST00000049404.12|ENSMUSG00000064302.13|chr1|+	154.1	118607113	chr1:118606908-118609432	66.98	0.00	1.00	44.48	21.79	0.67	52.74	19.30	0.73	43.56	18.08	0.71	50.30	0.00	1.00	41.29	2.80	0.94	0.8	0.883333333333	-0.0833333333333	0.318188174201379	1.0	N
ENSMUST00000048766.14|ENSMUSG00000028102.15|chr3|+	98.5	96644637	chr3:96644436-96644726	85.52	30.80	0.74	81.65	22.42	0.78	95.33	38.76	0.71	87.27	57.14	0.60	65.72	33.96	0.66	71.77	41.34	0.63	0.743333333333	0.63	0.113333333333	0.06778024494732471	0.839038923008	N
ENSMUST00000164930.7|ENSMUSG00000032479.15|chr9|+	8736.3	110083174	chr9:110081841-110083946	521.19	148.08	0.78	872.70	0.00	1.00	553.18	250.94	0.69	564.52	70.49	0.89	634.49	66.38	0.91	718.82	77.57	0.90	0.823333333333	0.9	-0.0766666666667	8.312177201842834e-05	0.00417612446779	N
ENSMUST00000226307.1|ENSMUSG00000053754.14|chr14|-	640.9	52237585	chr14:52237506-52237788	71.14	0.00	1.00	81.64	0.00	1.00	54.44	0.00	1.00	63.89	0.00	1.00	60.58	0.00	1.00	33.24	1.72	0.95	1.0	0.983333333333	0.0166666666667	1.0	1.0	N
ENSMUST00000176030.7|ENSMUSG00000024921.17|chr19|+	554.2	26777536	chr19:26777335-26778275	189.34	0.00	1.00	122.39	0.00	1.00	160.69	0.00	1.00	176.06	0.00	1.00	126.59	0.00	1.00	133.55	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000160013.7|ENSMUSG00000043004.13|chr14|-	16853.2	19875734	chr14:19873455-19875935	235.06	0.00	1.00	201.74	0.00	1.00	250.26	0.00	1.00	207.42	0.00	1.00	205.44	9.64	0.96	188.43	0.00	1.00	1.0	0.986666666667	0.0133333333333	0.10294707039097406	1.0	N
ENSMUST00000236395.1|ENSMUSG00000001380.7|chr18|-	53526.8	36773414	chr18:36773233-36773615	0.58	292.84	0.00	1.40	253.02	0.01	0.00	280.69	0.00	0.89	258.51	0.00	0.91	269.02	0.00	0.33	206.67	0.00	0.00333333333333	0.0	0.00333333333333	1.0	1.0	N
ENSMUST00000156217.7|ENSMUSG00000020458.16|chr11|+	30993.4	29742188	chr11:29741987-29742435	596.57	0.00	1.00	588.23	0.00	1.00	854.16	0.00	1.00	459.85	0.00	1.00	733.71	0.00	1.00	713.05	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000140270.1|ENSMUSG00000035517.17|chr4|+	331.9	46005318	chr4:46005117-46005592	65.46	0.00	1.00	94.11	0.00	1.00	89.69	0.00	1.00	102.64	0.00	1.00	86.58	0.00	1.00	48.05	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000234352.1|ENSMUSG00000039183.6|chr17|-	501.2	24883113	chr17:24882617-24883314	70.90	0.00	1.00	72.31	0.00	1.00	91.60	0.00	1.00	70.18	0.00	1.00	55.52	0.00	1.00	70.47	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000219787.1|ENSMUSG00000112099.1|chr10|-	70767.7	115599336	chr10:115599026-115599741	4.98	305.16	0.02	4.58	279.29	0.02	4.61	304.67	0.01	4.93	297.89	0.02	4.40	287.24	0.02	3.48	303.07	0.01	0.0166666666667	0.0166666666667	0.0	1.0	1.0	N
ENSMUST00000061280.16|ENSMUSG00000051285.17|chr1|+	12469.0	7169716	chr1:7169515-7173628	287.25	0.00	1.00	316.03	0.00	1.00	271.52	0.00	1.00	216.90	0.00	1.00	325.92	0.00	1.00	222.73	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000222209.1|ENSMUSG00000002803.14|chr12|+	8246.9	112977454	chr12:112977253-112977534	15.44	35.83	0.30	12.91	58.06	0.18	15.32	39.88	0.28	21.93	117.20	0.16	19.11	175.43	0.10	3.15	160.60	0.02	0.253333333333	0.0933333333333	0.16	0.004546651483015991	0.125227772275	N
ENSMUST00000034136.11|ENSMUSG00000031700.11|chr8|+	2653.2	85525737	chr8:85525536-85527560	155.54	0.00	1.00	136.11	0.00	1.00	176.10	0.00	1.00	136.88	0.00	1.00	153.60	0.00	1.00	156.33	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000075433.7|ENSMUSG00000058427.10|chr5|+	3096.0	90905390	chr5:90905189-90905938	185.19	0.00	1.00	87.30	0.00	1.00	207.95	0.00	1.00	138.13	0.00	1.00	39.47	0.00	1.00	116.12	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000108343.7|ENSMUSG00000004056.15|chr7|+	501.5	27638263	chr7:27638062-27639448	84.50	0.00	1.00	90.14	0.00	1.00	96.78	0.00	1.00	106.46	0.00	1.00	75.79	0.00	1.00	104.68	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000159831.7|ENSMUSG00000004896.16|chr3|-	87.8	87925137	chr3:87923672-87925431	NA	NA	NA	NA	NA	NA	15.15	32.10	0.32	17.69	32.52	0.35	19.58	18.21	0.52	14.07	26.12	0.35	0.32	0.406666666667	-0.0866666666667	0.5075774331787749	1.0	N
ENSMUST00000064477.13|ENSMUSG00000022770.17|chr16|+	232.4	31872671	chr16:31871675-31873346	88.35	0.00	1.00	52.17	11.94	0.81	58.84	7.65	0.88	43.07	3.50	0.92	56.45	0.33	0.99	67.91	0.00	1.00	0.896666666667	0.97	-0.0733333333333	0.13532955017129597	1.0	N
ENSMUST00000034388.9|ENSMUSG00000031913.9|chr8|+	5950.9	107045559	chr8:107045095-107045755	171.94	378.47	0.31	200.03	390.44	0.34	181.77	333.17	0.35	161.81	395.59	0.29	179.93	313.13	0.36	175.59	365.18	0.32	0.333333333333	0.323333333333	0.01	0.7957000987105641	1.0	N
ENSMUST00000108964.1|ENSMUSG00000078870.9|chr2|-	17364.1	177195030	chr2:177194849-177195496	252.70	24.68	0.91	241.76	18.98	0.93	234.56	0.00	1.00	192.46	24.01	0.89	256.35	0.00	1.00	161.58	32.11	0.83	0.946666666667	0.906666666667	0.04	0.27303745142360575	1.0	N
ENSMUST00000162567.7|ENSMUSG00000029638.17|chr6|+	865.9	8593108	chr6:8592907-8593621	94.15	0.00	1.00	106.12	0.00	1.00	81.80	0.00	1.00	93.86	0.00	1.00	90.91	0.00	1.00	76.44	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000219377.1|ENSMUSG00000021114.9|chr12|-	10131.0	78849583	chr12:78849196-78849784	15.23	101.60	0.13	15.19	48.71	0.24	14.99	74.62	0.17	16.80	62.74	0.21	15.24	37.25	0.29	19.29	60.01	0.24	0.18	0.246666666667	-0.0666666666667	0.319361125961796	1.0	N
ENSMUST00000064190.12|ENSMUSG00000062115.15|chr11|+	130.0	60198232	chr11:60198031-60199089	102.87	0.00	1.00	101.54	0.00	1.00	61.35	0.00	1.00	44.22	0.00	1.00	47.78	0.00	1.00	42.93	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000197901.4|ENSMUSG00000041912.12|chr3|+	64.0	94430761	chr3:94430560-94431507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
ENSMUST00000218930.1|ENSMUSG00000021051.10|chr12|-	177.7	75515597	chr12:75515175-75515798	2.72	60.31	0.04	3.00	66.20	0.04	1.78	69.25	0.03	2.50	64.05	0.04	2.81	53.70	0.05	1.42	65.85	0.02	0.0366666666667	0.0366666666667	0.0	1.0	1.0	N
ENSMUST00000186302.6|ENSMUSG00000026159.13|chr1|+	481.3	82895200	chr1:82894999-82895675	79.38	0.00	1.00	100.14	0.00	1.00	83.85	0.00	1.00	86.53	0.00	1.00	95.59	0.00	1.00	81.35	0.00	1.00	1.0	1.0	0.0	1.0	1.0	N
ENSMUST00000143570.1|ENSMUSG00000037742.14|chr9|-	431929.0	78478991	chr9:78478912-78479192	4308.54	2806.72	0.61	4307.12	3080.68	0.58	4289.23	2947.62	0.59	3679.74	3331.04	0.52	4934.52	3615.22	0.58	4366.29	3010.93	0.59	0.593333333333	0.563333333333	0.03	0.0006245673871182018	0.0249495894106	N
ENSMUST00000103065.1|ENSMUSG00000027525.18|chr2|+	5252.2	178336049	chr2:178335506-178336491	207.44	488.48	0.30	160.58	449.48	0.26	216.18	576.27	0.27	189.72	298.69	0.39	174.46	397.09	0.31	177.00	562.71	0.24	0.276666666667	0.313333333333	-0.0366666666667	0.3896056826456689	1.0	N
